latitude,longitude,rwi,error,pm25,pm25_distance,wealth_quartile,region
2.5370123,102.8430176,0.107,0.504,15.8579445,0.0028255542743081032,Q3 (Upper-Mid),Southern
2.2955282,111.9616699,0.353,0.532,13.056451,0.0033681009024458287,Q4 (Richest),Sarawak
3.1295462,113.1262207,-0.129,0.568,11.412509,0.004707233043945434,Q2 (Lower-Mid),Sarawak
5.4300853,117.8723145,-0.373,0.511,13.067918,0.005600502111461588,Q1 (Poorest),Sabah
5.5175751,116.2463379,-0.421,0.524,11.516956,0.0029007692605973567,Q1 (Poorest),Sabah
6.326218,116.3781738,0.144,0.498,13.010058,0.003399558075176857,Q3 (Upper-Mid),Sabah
5.6269192,117.8063965,-0.993,0.537,13.565239,0.0023733285965472114,Q1 (Poorest),Sabah
4.7078283,103.3044434,-0.644,0.633,14.211061,0.002882682055823687,Q1 (Poorest),Central
1.3511931,103.458252,0.744,0.522,20.909271,0.005005619942140945,Q4 (Richest),Southern
2.9101249,101.9641113,-0.697,0.544,16.048254,0.004954747232572613,Q1 (Poorest),Southern
3.5463174,102.2277832,0.022,0.523,19.087759,0.0030805908470956486,Q3 (Upper-Mid),Central
4.9486696,115.6750488,-0.697,0.531,13.122657,0.0036697135084295908,Q1 (Poorest),Sabah
5.3644596,115.7189941,0.207,0.543,12.113553,0.004034090569146837,Q3 (Upper-Mid),Sabah
1.2413579,110.4675293,-0.383,0.504,12.491551,0.0044363074951249415,Q1 (Poorest),Sarawak
2.7126091,111.9177246,0.484,0.528,12.525368,0.003624148106627025,Q4 (Richest),Sarawak
2.5809138,112.5549316,-0.026,0.496,14.849441,0.004086815703571025,Q3 (Upper-Mid),Sarawak
4.2258996,101.3708496,-0.543,0.515,15.948329,0.004246795487680172,Q1 (Poorest),Central
3.6340356,113.3679199,-0.165,0.582,10.069753,0.00307706754846498,Q2 (Lower-Mid),Sarawak
4.5545219,101.0412598,1.079,0.5,24.153196,0.0037687952807351124,Q4 (Richest),Central
6.413566,117.1472168,-0.467,0.42,12.85659,0.0026429800237044074,Q1 (Poorest),Sabah
5.6706511,100.6237793,0.413,0.558,18.013105,0.0045171560422557185,Q4 (Richest),Northern
5.6925158,100.3601074,0.515,0.566,18.017965,0.005485320267123238,Q4 (Richest),Northern
2.9101249,112.3132324,0.26,0.535,12.180108,0.005186451065099111,Q3 (Upper-Mid),Sarawak
5.2988268,100.2502441,0.994,0.515,14.504682,0.006102153860498325,Q4 (Richest),Central
5.9766803,116.3562012,-0.416,0.514,12.334889,0.002063627050274697,Q1 (Poorest),Sabah
1.4829887,103.963623,0.809,0.577,14.313331,0.002435455233789023,Q4 (Richest),Southern
5.4738318,115.4992676,-0.434,0.506,7.7771735,0.004421927533254391,Q1 (Poorest),Sabah
1.6806671,110.4675293,-0.052,0.522,11.069053,0.005018906613967527,Q2 (Lower-Mid),Sarawak
2.2516175,103.3703613,-0.224,0.511,14.458333,0.005741046781373209,Q2 (Lower-Mid),Southern
2.0540032,102.6452637,0.833,0.569,14.831829,0.0010320187679475207,Q4 (Richest),Southern
2.4272521,102.8869629,-0.077,0.532,15.507684,0.0029860950670021103,Q2 (Lower-Mid),Southern
2.1637921,103.0847168,-0.607,0.506,14.720103,0.0012404091177928155,Q1 (Poorest),Southern
2.6467632,102.6452637,-0.127,0.499,16.335268,0.0017833286031708636,Q2 (Lower-Mid),Southern
2.7784514,101.5686035,0.202,0.531,14.668822,0.00498789802044599,Q3 (Upper-Mid),Southern
3.0856655,101.5026855,0.907,0.496,27.672903,0.0024056274323620186,Q4 (Richest),Southern
2.4272521,112.1154785,0.097,0.496,14.040292,0.0023028635164292228,Q3 (Upper-Mid),Sarawak
5.6269192,101.8762207,-0.183,0.575,15.341834,0.002274519098625038,Q2 (Lower-Mid),Northern
3.9190595,102.0080566,-0.02,0.529,17.329775,0.00508325205707252,Q3 (Upper-Mid),Central
5.3207052,118.9709473,-0.879,0.454,11.943902,0.0059038699595748536,Q1 (Poorest),Sabah
6.1077838,116.0925293,-0.101,0.561,16.892414,0.003722879021588279,Q2 (Lower-Mid),Sabah
5.5613152,102.7331543,0.127,0.513,16.046843,0.0041215330460244665,Q3 (Upper-Mid),Northern
1.6367402,104.0515137,0.651,0.527,14.226043,0.003896760819392107,Q4 (Richest),Southern
5.8674033,100.6237793,0.004,0.608,15.472664,0.0026957484259166973,Q3 (Upper-Mid),Northern
4.9486696,103.1726074,0.562,0.527,14.122249,0.004382219948493982,Q4 (Richest),Central
4.9486696,115.9387207,-0.342,0.507,11.870173,0.005227474176239911,Q2 (Lower-Mid),Sabah
1.6367402,109.7424316,-0.222,0.512,10.864486,0.003104693862210217,Q2 (Lower-Mid),Sarawak
5.1894234,119.2126465,-0.016,0.563,11.038512,0.005008863333474173,Q3 (Upper-Mid),Sabah
5.2550677,118.2897949,-0.196,0.54,12.853074,0.004791714550387477,Q2 (Lower-Mid),Sabah
3.8313699,101.4147949,1.065,0.535,19.010881,0.0036359792853661865,Q4 (Richest),Central
4.4449973,118.5314941,-0.271,0.528,11.261868,0.003509563284224492,Q2 (Lower-Mid),Sabah
3.0198411,113.3459473,-0.305,0.414,12.664212,0.004932575346995598,Q2 (Lower-Mid),Sarawak
5.758105,100.8654785,-0.664,0.499,14.285049,0.003141866566394519,Q1 (Poorest),Northern
4.510714,101.0852051,0.762,0.54,20.81415,0.004290815065911906,Q4 (Richest),Central
5.3207052,119.1687012,-0.87,0.475,10.332393,0.005668842379074161,Q1 (Poorest),Sabah
2.6467632,112.6208496,-0.548,0.481,14.759971,0.004509408127582717,Q1 (Poorest),Sarawak
3.7217452,113.5217285,-0.186,0.478,9.370226,0.004615820690764185,Q2 (Lower-Mid),Sarawak
3.041783,103.4143066,-0.034,0.562,15.048722,0.003291147813844001,Q3 (Upper-Mid),Southern
6.7628064,117.1252441,-0.117,0.522,14.543679,0.0022070070306717776,Q2 (Lower-Mid),Sabah
2.515061,102.7331543,-0.474,0.528,15.733159,0.0018473143010867186,Q1 (Poorest),Southern
5.080001,118.8391113,-0.442,0.504,11.11958,0.00647307492141135,Q1 (Poorest),Sabah
6.6536952,116.619873,-0.363,0.538,9.414704,0.005046781535345338,Q2 (Lower-Mid),Sabah
3.4366581,101.986084,-0.293,0.517,16.86215,0.0019807116140702265,Q2 (Lower-Mid),Southern
6.1951683,100.5358887,0.537,0.533,15.110222,0.0009008658091479377,Q4 (Richest),Northern
2.1198775,102.7770996,0.231,0.493,14.250565,0.005309597747170865,Q3 (Upper-Mid),Southern
2.0320445,112.1374512,-0.325,0.544,12.334564,0.003838411253344513,Q2 (Lower-Mid),Sarawak
2.2516175,102.6452637,-0.075,0.521,15.417416,0.0033931401181925094,Q2 (Lower-Mid),Southern
2.6906608,112.5109863,-0.479,0.447,14.339353,0.005910411645998854,Q1 (Poorest),Sarawak
5.4082108,103.0847168,1.037,0.591,15.50367,0.003222975938822228,Q4 (Richest),Central
5.605052,117.6306152,-1.004,0.497,12.22374,0.004387244181370896,Q1 (Poorest),Sabah
5.8892605,117.5646973,0.424,0.581,16.726204,0.004271184996937695,Q4 (Richest),Sabah
5.3863356,119.1467285,-0.994,0.498,10.04433,0.0021869029383227265,Q1 (Poorest),Sabah
6.3480564,100.3820801,0.288,0.515,16.147984,0.0042286119770787445,Q3 (Upper-Mid),Northern
2.6906608,111.4782715,-0.258,0.529,10.1297245,0.00543514265707712,Q2 (Lower-Mid),Sarawak
5.8018269,116.048584,0.328,0.537,13.24358,0.004788074622939408,Q3 (Upper-Mid),Sabah
5.583184,117.4108887,-0.435,0.431,12.817103,0.004495365512900837,Q1 (Poorest),Sabah
3.0637244,102.5354004,-0.576,0.509,17.16922,0.00133592750475736,Q1 (Poorest),Southern
5.1675404,119.0808105,-0.548,0.521,10.331616,0.004898782079577021,Q1 (Poorest),Sabah
5.233187,100.447998,0.63,0.631,22.282804,0.0035038959842099548,Q4 (Richest),Central
1.3731595,110.4016113,0.39,0.551,12.534493,0.0038551856293521274,Q4 (Richest),Sarawak
1.3292264,111.3244629,-0.262,0.497,12.947644,0.0042599602611226445,Q2 (Lower-Mid),Sarawak
4.3135463,101.0852051,-0.414,0.536,20.69726,0.0014682821437117775,Q1 (Poorest),Central
5.605052,117.7844238,0.321,0.553,13.372516,0.0005821873260482118,Q3 (Upper-Mid),Sabah
4.1601581,113.9172363,-0.825,0.471,8.387406,0.0053329700865827724,Q1 (Poorest),Sabah
4.4011829,100.7995605,0.225,0.502,18.877924,0.005948673703059464,Q3 (Upper-Mid),Central
5.758105,102.4475098,0.116,0.531,17.373232,0.003992610966336098,Q3 (Upper-Mid),Northern
2.4711573,102.052002,0.509,0.528,15.317917,0.004873955712698281,Q4 (Richest),Southern
2.5589632,102.2717285,0.21,0.53,16.198225,0.005139953648058903,Q3 (Upper-Mid),Southern
6.3917304,99.7009277,0.474,0.53,15.082428,0.0052238590415361165,Q4 (Richest),Northern
5.6269192,117.3449707,-0.565,0.471,12.576351,0.0019194426673692863,Q1 (Poorest),Sabah
7.1772006,117.0593262,-0.182,0.584,14.387756,0.0048533665598541375,Q2 (Lower-Mid),Sabah
4.2478122,101.920166,0.312,0.55,17.770847,0.00559519277794835,Q3 (Upper-Mid),Central
2.1857489,111.6320801,-0.343,0.526,12.3551855,0.00301649343613955,Q2 (Lower-Mid),Sarawak
1.2852926,111.697998,-0.568,0.49,12.7509,0.0030125517790368637,Q1 (Poorest),Sarawak
6.4354006,116.817627,-0.27,0.47,12.6634445,0.00265496403371908,Q2 (Lower-Mid),Sabah
4.7078283,114.9938965,-0.245,0.497,11.580815,0.0030370205729293924,Q2 (Lower-Mid),Sabah
6.6536952,117.3449707,-0.291,0.522,13.679196,0.0013053666585326601,Q2 (Lower-Mid),Sabah
5.6269192,102.6672363,0.191,0.525,15.349494,0.002946230198166289,Q3 (Upper-Mid),Northern
3.8532931,102.3815918,0.431,0.518,19.022858,0.0038136551926347922,Q4 (Richest),Central
3.0637244,101.5246582,1.038,0.505,27.411016,0.0013210503409155007,Q4 (Richest),Southern
3.0198411,101.854248,0.238,0.538,17.049555,0.004899571166432083,Q3 (Upper-Mid),Southern
4.3354564,118.0041504,-0.371,0.523,11.97548,0.0009619910874968295,Q2 (Lower-Mid),Sabah
4.3792747,103.458252,0.828,0.546,13.68135,0.0053699774918600255,Q4 (Richest),Central
3.9629009,103.2824707,-0.42,0.542,14.942897,0.0032896439823293707,Q1 (Poorest),Central
2.405299,111.5441895,-0.553,0.496,11.349427,0.0008621853471532926,Q1 (Poorest),Sarawak
4.4449973,118.0700684,-1.306,0.527,11.915138,0.004928549078789932,Q1 (Poorest),Sabah
1.3511931,103.5021973,0.323,0.53,22.908981,0.004725713911657806,Q3 (Upper-Mid),Southern
2.0100856,113.3459473,-0.486,0.498,14.006943,0.005004740201963004,Q1 (Poorest),Sarawak
5.4519589,115.9387207,-0.338,0.419,11.273271,0.004807245272685103,Q2 (Lower-Mid),Sabah
2.932069,101.5246582,0.504,0.558,17.529243,0.002950982588235362,Q4 (Richest),Southern
5.7799663,117.2131348,-0.266,0.563,13.275729,0.005303631941486207,Q2 (Lower-Mid),Sabah
3.9190595,101.1950684,0.527,0.564,19.167906,0.0040601195016777775,Q4 (Richest),Central
2.273573,102.4914551,-0.11,0.539,15.290761,0.0038239243531706306,Q2 (Lower-Mid),Southern
4.6859294,116.619873,-0.765,0.508,13.422191,0.004962947107342196,Q1 (Poorest),Sabah
1.3731595,110.4455566,-0.062,0.542,12.847714,0.0019229101967630459,Q2 (Lower-Mid),Sarawak
3.8752158,101.920166,-0.444,0.519,18.363775,0.004841863210356951,Q1 (Poorest),Central
6.2606973,99.8547363,0.624,0.542,12.06535,0.004310846525770704,Q4 (Richest),Northern
2.5589632,112.532959,-0.425,0.516,14.813006,0.004459491926403899,Q1 (Poorest),Sarawak
5.233187,116.3781738,-0.173,0.53,13.01381,0.0036551962438492467,Q2 (Lower-Mid),Sabah
4.6640299,117.6965332,-0.673,0.499,11.570061,0.001814568302065479,Q1 (Poorest),Sabah
5.2988268,119.1687012,-0.815,0.455,10.237648,0.005323149396838894,Q1 (Poorest),Sabah
3.1295462,113.6975098,-0.342,0.475,11.867925,0.0051931264603814736,Q2 (Lower-Mid),Sarawak
5.605052,102.7990723,-0.026,0.523,14.507792,0.004074462647704452,Q3 (Upper-Mid),Northern
4.9267785,101.9641113,-0.196,0.516,17.034555,0.0019863725507354903,Q2 (Lower-Mid),Central
4.4230904,101.5905762,-0.107,0.517,14.327294,0.004819554841896095,Q2 (Lower-Mid),Central
4.2258996,100.7336426,0.076,0.541,20.525993,0.0016290008806442017,Q3 (Upper-Mid),Central
4.4449973,114.1369629,-0.317,0.503,9.4588,0.0019607658723944485,Q2 (Lower-Mid),Sabah
5.9329721,116.5759277,-0.557,0.539,14.052142,0.0022312429659715745,Q1 (Poorest),Sabah
1.7026302,112.4890137,-0.415,0.427,14.111199,0.004660584080328512,Q1 (Poorest),Sarawak
3.0198411,101.8322754,0.428,0.498,17.647223,0.005554609853481065,Q4 (Richest),Southern
3.1953637,114.0270996,-0.047,0.504,12.774453,0.002129375793806107,Q2 (Lower-Mid),Sarawak
6.3043786,100.645752,0.265,0.547,13.966598,0.0009780024262952289,Q3 (Upper-Mid),Northern
5.6706511,100.9094238,0.471,0.565,15.780338,0.006204466007897223,Q4 (Richest),Northern
5.3644596,116.9055176,-0.846,0.545,13.62188,0.0007489724687100497,Q1 (Poorest),Sabah
5.4738318,118.3996582,-0.492,0.552,12.837891,0.004805682207325661,Q1 (Poorest),Sabah
6.7409861,117.2131348,-0.375,0.494,15.2406845,0.004424454523724682,Q1 (Poorest),Sabah
2.9540126,102.2717285,-0.039,0.524,16.848413,0.003418699534115603,Q3 (Upper-Mid),Southern
2.2955282,102.557373,0.622,0.545,15.543878,0.0024307602468700306,Q4 (Richest),Southern
3.1514858,102.4694824,0.031,0.563,17.617098,0.0056986098134445395,Q3 (Upper-Mid),Southern
2.9101249,101.6784668,0.964,0.525,17.256437,0.005980282598344932,Q4 (Richest),Southern
3.8752158,102.1838379,-0.327,0.636,15.609151,0.001179566739975914,Q2 (Lower-Mid),Central
3.2392398,102.3376465,0.066,0.556,17.988842,0.004998560049743764,Q3 (Upper-Mid),Southern
5.758105,102.5793457,0.173,0.544,17.028593,0.005343403052934628,Q3 (Upper-Mid),Northern
5.101887,119.1467285,0.187,0.501,14.786076,0.0035623329701630203,Q3 (Upper-Mid),Sabah
4.8829942,101.986084,0.393,0.522,16.486778,0.0022798870597277444,Q4 (Richest),Central
3.107606,101.4587402,0.539,0.568,28.89519,0.004557031814743662,Q4 (Richest),Southern
2.1637921,102.3596191,-0.018,0.536,16.271433,0.0047711648798910685,Q3 (Upper-Mid),Southern
4.4230904,113.9831543,0.663,0.553,10.793469,0.0026563438341585125,Q4 (Richest),Sabah
4.2258996,103.4143066,1.152,0.58,15.364022,0.0011364531691556686,Q4 (Richest),Central
3.5024552,102.1838379,0.91,0.548,18.807783,0.002796676163886395,Q4 (Richest),Central
1.79048,103.1726074,0.391,0.512,13.672699,0.005115580064061191,Q4 (Richest),Southern
6.1296313,100.6677246,0.22,0.561,14.6459875,0.005372838802400919,Q3 (Upper-Mid),Northern
2.405299,102.0080566,-0.454,0.53,17.329245,0.0030739257666284295,Q1 (Poorest),Southern
1.8783255,102.7770996,-0.147,0.547,15.160357,0.003932030679890804,Q2 (Lower-Mid),Southern
2.4711573,102.2937012,0.223,0.508,15.612167,0.004055581192300303,Q3 (Upper-Mid),Southern
6.326218,100.2282715,0.165,0.545,17.972298,0.003492375562640872,Q3 (Upper-Mid),Northern
6.413566,116.4440918,0.271,0.544,13.898786,0.0016972093588559676,Q3 (Upper-Mid),Sabah
6.8500775,117.2570801,-0.287,0.548,14.108668,0.005345039187236784,Q2 (Lower-Mid),Sabah
2.932069,101.348877,0.693,0.531,16.397028,0.004859227380463115,Q4 (Richest),Southern
6.2606973,100.5578613,-0.262,0.517,13.865878,0.005166949752723467,Q2 (Lower-Mid),Northern
6.4354006,116.5100098,-0.028,0.527,13.308033,0.00500564991465059,Q3 (Upper-Mid),Sabah
4.4449973,101.3708496,0.536,0.55,15.827943,0.004150400993451334,Q4 (Richest),Central
6.8282612,117.1252441,-0.264,0.497,14.732297,0.0032705128551121557,Q2 (Lower-Mid),Sabah
2.3613917,102.8430176,0.696,0.519,15.587971,0.004117602312855582,Q4 (Richest),Southern
2.7126091,101.920166,0.798,0.507,18.995827,0.00539565214779358,Q4 (Richest),Southern
4.3135463,103.392334,0.184,0.518,15.151507,0.003033657554024658,Q3 (Upper-Mid),Central
1.9002862,111.6540527,0.372,0.535,11.8536,0.004807775655228247,Q4 (Richest),Sarawak
4.5545219,117.7624512,-0.513,0.458,11.556893,0.002592621449663994,Q1 (Poorest),Sabah
4.4449973,100.9533691,0.266,0.502,19.606028,0.001632733580033572,Q3 (Upper-Mid),Central
4.7078283,118.0700684,0.345,0.576,12.228901,0.005682455475914816,Q4 (Richest),Sabah
3.8752158,101.1291504,0.0,0.584,18.84629,0.004156006472565064,Q3 (Upper-Mid),Central
5.1456567,119.1027832,-0.229,0.524,10.540889,0.002315248745004425,Q2 (Lower-Mid),Sabah
5.4300853,115.7629395,0.555,0.508,11.904614,0.005328870331902226,Q4 (Richest),Sabah
4.4230904,117.8063965,0.013,0.51,12.80798,0.002365726239055994,Q3 (Upper-Mid),Sabah
2.6687122,102.623291,-0.097,0.521,16.291357,0.00408673378871882,Q2 (Lower-Mid),Southern
5.4519589,101.0852051,-0.436,0.501,14.085679,0.0030479940253042956,Q1 (Poorest),Central
3.3050503,113.4777832,-0.493,0.45,11.269698,0.002785178916938361,Q1 (Poorest),Sarawak
6.6973426,116.6418457,-0.335,0.548,10.790202,0.0039262466465172455,Q2 (Lower-Mid),Sabah
2.1637921,102.5793457,0.28,0.553,15.5118475,0.004513377018055956,Q3 (Upper-Mid),Southern
4.4011829,117.8942871,-0.136,0.589,12.438046,0.0038826930777497754,Q2 (Lower-Mid),Sabah
3.4805234,103.0187988,0.021,0.514,15.54252,0.005871501286936701,Q3 (Upper-Mid),Southern
3.173425,101.854248,0.509,0.545,15.183461,0.0017467223293070218,Q4 (Richest),Southern
3.3269861,101.5246582,1.276,0.562,20.819643,0.0020155089833939106,Q4 (Richest),Southern
5.4957038,118.3776855,0.062,0.589,12.691545,0.0027762214951484515,Q3 (Upper-Mid),Sabah
6.020385,117.454834,-0.676,0.579,15.53078,0.004618146003907178,Q1 (Poorest),Sabah
6.326218,100.6677246,-0.23,0.563,13.3330345,0.0029836966623793108,Q2 (Lower-Mid),Northern
4.3135463,117.4108887,-0.679,0.445,12.683173,0.004361619722001979,Q1 (Poorest),Sabah
3.1514858,113.2800293,-0.218,0.508,12.106026,0.006090458024805072,Q2 (Lower-Mid),Sarawak
2.2955282,111.9396973,0.593,0.524,13.077175,0.0047293217203499445,Q4 (Richest),Sarawak
3.7655967,113.5437012,-0.663,0.497,9.190362,0.0014276043406578965,Q1 (Poorest),Sarawak
6.7846256,117.2131348,-0.435,0.422,13.952598,0.0018987849914302963,Q1 (Poorest),Sabah
5.7362428,100.6237793,0.199,0.533,17.252132,0.0017419323995020118,Q3 (Upper-Mid),Northern
4.0505767,101.9641113,-0.108,0.539,17.66337,0.004510804403626549,Q2 (Lower-Mid),Central
2.7345569,114.2687988,0.097,0.439,13.877239,0.0038251488434410015,Q3 (Upper-Mid),Sarawak
5.1456567,115.6530762,0.254,0.466,11.426167,0.0020316473843286016,Q3 (Upper-Mid),Sabah
6.042236,116.4440918,0.085,0.498,10.964645,0.0029093626055551034,Q3 (Upper-Mid),Sabah
6.020385,116.4660645,0.282,0.522,11.997388,0.00473709568643025,Q3 (Upper-Mid),Sabah
2.0979197,112.2692871,-0.894,0.477,13.151748,0.005187382874160808,Q1 (Poorest),Sarawak
6.5445599,116.8835449,-0.545,0.469,12.684181,0.001522265614513568,Q1 (Poorest),Sabah
2.1198775,112.2692871,0.182,0.547,13.010461,0.006494179954240057,Q3 (Upper-Mid),Sarawak
1.7685179,111.6320801,-0.457,0.506,11.330651,0.004573184534908468,Q1 (Poorest),Sarawak
3.9848207,103.2385254,-0.254,0.535,14.783479,0.003529341715972288,Q2 (Lower-Mid),Central
1.5488836,110.423584,0.216,0.569,13.107758,0.004134778130110318,Q3 (Upper-Mid),Sarawak
2.8662354,112.8186035,0.183,0.482,13.832963,0.0038070740198068477,Q3 (Upper-Mid),Sarawak
1.5049538,110.4675293,-0.007,0.55,13.1085825,0.002533383320173087,Q3 (Upper-Mid),Sarawak
2.515061,112.2912598,-0.619,0.513,14.356289,0.0037388648790679735,Q1 (Poorest),Sarawak
5.3863356,117.8723145,-0.508,0.551,13.140194,0.002999187602204511,Q1 (Poorest),Sabah
4.8829942,115.9387207,-0.266,0.442,11.953364,0.004229176492619894,Q2 (Lower-Mid),Sabah
3.5243866,102.3376465,0.121,0.48,19.38462,0.002717569785729282,Q3 (Upper-Mid),Central
1.3072596,110.9729004,-0.819,0.476,13.262601,0.003083495455133164,Q1 (Poorest),Sarawak
5.6925158,117.520752,0.298,0.52,13.054017,0.004922455967028426,Q3 (Upper-Mid),Sabah
3.458591,113.939209,-0.895,0.46,10.825545,0.005534624437778856,Q1 (Poorest),Sarawak
3.897138,101.920166,-0.035,0.526,18.229357,0.005288496503392951,Q3 (Upper-Mid),Central
6.3698938,100.1843262,0.953,0.538,17.774977,0.0049398624533121644,Q4 (Richest),Northern
2.4711573,102.755127,-0.2,0.524,15.755834,0.003844794472762717,Q2 (Lower-Mid),Southern
6.4790672,100.4699707,-0.621,0.529,13.3005495,0.0064255093184248544,Q1 (Poorest),Northern
2.7784514,101.986084,0.249,0.527,19.296244,0.0036173521804130967,Q3 (Upper-Mid),Southern
5.3425828,118.2678223,-0.938,0.511,12.820718,0.0037162702323065475,Q1 (Poorest),Sabah
3.0198411,103.0847168,-0.205,0.568,16.103651,0.004849218291777285,Q2 (Lower-Mid),Southern
3.5024552,101.1730957,-0.491,0.527,19.051373,0.003180342786494193,Q1 (Poorest),Central
4.4888091,117.454834,-0.513,0.48,13.698403,0.0038126621868856733,Q1 (Poorest),Sabah
1.3951258,110.1159668,0.271,0.526,11.954597,0.0009770710608543148,Q3 (Upper-Mid),Sarawak
1.5488836,110.291748,0.377,0.552,15.024254,0.005064215681325923,Q4 (Richest),Sarawak
2.2077054,102.4914551,-0.022,0.532,15.270556,0.004461546620638006,Q3 (Upper-Mid),Southern
5.8236865,102.5354004,0.627,0.554,16.34896,0.0013719264483753556,Q4 (Richest),Northern
5.8455454,102.3596191,0.449,0.551,18.20812,0.004647878453453241,Q4 (Richest),Northern
2.6467632,102.2937012,0.332,0.528,16.105553,0.0021888512846259685,Q4 (Richest),Southern
5.8674033,100.513916,0.687,0.56,17.91687,0.002636415031093179,Q4 (Richest),Northern
5.3207052,102.8869629,0.485,0.532,14.440902,0.00472104472549314,Q4 (Richest),Central
5.2988268,103.0847168,0.863,0.557,16.816046,0.0038371211664454128,Q4 (Richest),Central
5.4957038,117.0153809,0.235,0.569,13.612273,0.0008006532885588072,Q3 (Upper-Mid),Sabah
5.7143797,100.6237793,0.23,0.528,17.419628,0.001369331918795117,Q3 (Upper-Mid),Northern
2.3394375,111.6540527,-0.076,0.511,11.706048,0.004537194478205466,Q2 (Lower-Mid),Sarawak
2.8223442,101.7883301,0.906,0.556,18.154428,0.0042566085043446,Q4 (Richest),Southern
2.6248138,112.9504395,-0.543,0.434,14.250882,0.0045661291147481575,Q1 (Poorest),Sarawak
2.1637921,112.0056152,0.269,0.507,12.336867,0.0013567565125087364,Q3 (Upper-Mid),Sarawak
4.0505767,102.0080566,-0.901,0.538,17.561924,0.005378072685352946,Q1 (Poorest),Central
1.0656124,110.9729004,-0.059,0.48,14.4434395,0.0021856071690168743,Q2 (Lower-Mid),Sarawak
5.6487856,115.8947754,0.211,0.601,16.291628,0.00379207862048992,Q3 (Upper-Mid),Sabah
5.1894234,118.1359863,-0.331,0.49,12.247486,0.004531616941720242,Q2 (Lower-Mid),Sabah
4.4669035,100.9973145,0.898,0.507,20.388796,0.002994484135319638,Q4 (Richest),Central
3.1514858,113.0603027,0.687,0.507,12.41735,0.005868302126029084,Q4 (Richest),Sarawak
4.3354564,118.2897949,-0.302,0.499,16.864828,0.004812922881731767,Q2 (Lower-Mid),Sabah
6.2825384,99.744873,0.536,0.548,16.097189,0.002464864608478389,Q4 (Richest),Northern
3.4805234,102.3596191,0.876,0.566,19.535753,0.006429937200164124,Q4 (Richest),Southern
