latitude,longitude,rwi,error,pm25,pm25_distance,wealth_quartile,region
5.6706511,117.0593262,0.094,0.5,11.997981,0.006134163043992817,Q3 (Upper-Mid),Sabah
1.7465556,103.0847168,-0.017,0.518,15.584271,0.0015810000152341735,Q3 (Upper-Mid),Southern
2.3394375,112.467041,-0.589,0.441,14.891406,0.004885868483551682,Q1 (Poorest),Sarawak
3.9848207,101.0412598,0.65,0.543,19.374447,0.0037426612528520544,Q4 (Richest),Central
4.4449973,101.2609863,-0.52,0.489,16.661877,0.00401309067588103,Q1 (Poorest),Central
2.9101249,101.854248,0.976,0.517,16.202528,0.004933233439436341,Q4 (Richest),Southern
5.4300853,117.8942871,-0.305,0.467,12.991523,0.004965598152647902,Q2 (Lower-Mid),Sabah
1.9661667,111.3464355,-0.588,0.452,10.861323,0.0018488558913354978,Q1 (Poorest),Sarawak
4.4230904,101.4807129,0.062,0.492,16.576033,0.004693800241793572,Q3 (Upper-Mid),Central
2.0100856,111.5881348,-0.01,0.512,11.878381,0.005829671544917428,Q3 (Upper-Mid),Sarawak
6.6755194,116.7956543,-0.194,0.508,13.696706,0.000836711552401921,Q2 (Lower-Mid),Sabah
4.2039864,101.8981934,-0.259,0.529,17.697,0.003353577969153822,Q2 (Lower-Mid),Central
3.3269861,113.6755371,-0.647,0.464,12.770818,0.0020566018885533454,Q1 (Poorest),Sarawak
5.4519589,101.8981934,-0.257,0.522,15.515355,0.004412151410960894,Q2 (Lower-Mid),Central
4.3354564,102.1179199,-0.571,0.506,16.177225,0.0029574586849343684,Q1 (Poorest),Central
3.4366581,101.1950684,0.076,0.533,20.118067,0.0016595799977519522,Q3 (Upper-Mid),Southern
4.3573658,117.4768066,-0.484,0.515,13.752528,0.002977622975838137,Q1 (Poorest),Sabah
5.3425828,116.114502,0.517,0.565,12.171642,0.0024673310407133313,Q4 (Richest),Sabah
2.3394375,111.9616699,0.577,0.557,13.305186,0.005545832375507823,Q4 (Richest),Sarawak
1.79048,109.8083496,-0.451,0.504,11.575549,0.005625636663228923,Q1 (Poorest),Sarawak
2.3833455,102.2277832,0.497,0.538,15.632286,0.00323914138525692,Q4 (Richest),Southern
1.6806671,110.1818848,-0.211,0.486,12.328952,0.005335053197030785,Q2 (Lower-Mid),Sarawak
5.1894234,103.2165527,1.134,0.553,14.576243,0.004689268258130429,Q4 (Richest),Central
3.173425,102.4035645,-0.008,0.491,17.706076,0.0021301718005852436,Q3 (Upper-Mid),Southern
3.5901776,101.8762207,-0.126,0.495,16.064884,0.004974527735450922,Q2 (Lower-Mid),Central
5.7799663,117.6525879,0.021,0.586,13.507079,0.005520464422187796,Q3 (Upper-Mid),Sabah
2.0979197,112.1154785,-0.284,0.509,12.612729,0.0029589680988948816,Q2 (Lower-Mid),Sarawak
5.0143386,103.3044434,0.804,0.534,12.838382,0.0008645326713243982,Q4 (Richest),Central
1.2633253,110.9289551,-0.943,0.499,12.623055,0.004292232226382834,Q1 (Poorest),Sarawak
3.7655967,115.4992676,-0.301,0.471,16.67539,0.004306379034071287,Q2 (Lower-Mid),Sarawak
3.809446,113.7194824,-0.524,0.544,9.791003,0.006315938223939469,Q1 (Poorest),Sarawak
4.7735207,118.026123,-0.503,0.477,12.185151,0.001856425290028738,Q1 (Poorest),Sabah
4.5545219,114.1149902,-0.021,0.495,8.650678,0.0004779897804581051,Q3 (Upper-Mid),Sabah
3.1953637,113.1481934,-0.647,0.514,11.939026,0.0032173873167686984,Q1 (Poorest),Sarawak
6.6318701,117.1252441,-0.41,0.522,13.586226,0.0031396324031488765,Q1 (Poorest),Sabah
5.6925158,117.8283691,-0.036,0.505,14.070335,0.004188497347449811,Q3 (Upper-Mid),Sabah
4.5326183,114.9499512,-0.2,0.497,11.060111,0.00549446736107534,Q2 (Lower-Mid),Sabah
4.97056,115.6311035,-0.147,0.49,12.608582,0.005908647696712673,Q2 (Lower-Mid),Sabah
5.0362268,116.4660645,0.062,0.502,11.48344,0.0016267707105915956,Q3 (Upper-Mid),Sabah
5.1456567,118.7731934,-0.766,0.443,10.524409,0.0019236941377108621,Q1 (Poorest),Sabah
5.080001,100.4040527,0.16,0.536,21.68435,0.005087774408410072,Q3 (Upper-Mid),Central
6.6318701,117.0373535,-0.669,0.576,12.56314,0.0039140062505178584,Q1 (Poorest),Sabah
6.1077838,118.0041504,0.259,0.491,12.620015,0.0029097417339595667,Q3 (Upper-Mid),Sabah
3.5682478,101.5905762,-0.027,0.542,18.767092,0.005488956311097463,Q3 (Upper-Mid),Central
5.1894234,117.8063965,-0.292,0.457,12.235385,0.004638570228898116,Q2 (Lower-Mid),Sabah
5.4300853,100.7116699,-0.069,0.524,18.336132,0.005934551599797068,Q2 (Lower-Mid),Central
2.3833455,111.5881348,-0.272,0.47,11.3974495,0.0035454267107740633,Q2 (Lower-Mid),Sarawak
2.1198775,112.2033691,-0.052,0.539,13.083904,0.005143512799254046,Q2 (Lower-Mid),Sarawak
6.3480564,100.1843262,0.741,0.551,17.681017,0.0031294705433825808,Q4 (Richest),Northern
2.6467632,111.5441895,0.081,0.541,11.075984,0.0019398162191858446,Q3 (Upper-Mid),Sarawak
5.101887,118.2897949,-0.354,0.517,12.2706995,0.005713742055473868,Q2 (Lower-Mid),Sabah
5.2550677,103.1066895,0.318,0.561,16.867666,0.0016874970364986867,Q3 (Upper-Mid),Central
4.6640299,115.8508301,-0.538,0.43,11.760955,0.004284517876321689,Q1 (Poorest),Sabah
3.2392398,102.1398926,0.176,0.513,16.190376,0.006472513381794171,Q3 (Upper-Mid),Southern
1.1315182,111.4782715,-0.167,0.492,13.501025,0.004778657053404385,Q2 (Lower-Mid),Sarawak
2.515061,112.8405762,-0.974,0.539,14.670254,0.00442543968841195,Q1 (Poorest),Sarawak
3.3050503,113.1262207,-0.049,0.574,10.659538,0.0012217331413583257,Q2 (Lower-Mid),Sarawak
5.2113056,118.1359863,-0.096,0.576,12.488997,0.003823388176728045,Q2 (Lower-Mid),Sabah
1.6806671,111.1047363,0.189,0.534,11.299552,0.004341065071846079,Q3 (Upper-Mid),Sarawak
5.9985331,102.3376465,0.48,0.545,19.705967,0.004415021320442617,Q4 (Richest),Northern
1.9222467,102.6672363,-0.104,0.525,17.42972,0.00354645485770113,Q2 (Lower-Mid),Southern
5.7143797,116.0705566,-0.116,0.513,12.827615,0.0044834868044512114,Q2 (Lower-Mid),Sabah
1.79048,109.7424316,0.067,0.522,11.852348,0.005200077575710114,Q3 (Upper-Mid),Sarawak
5.583184,100.6896973,-0.418,0.526,18.986534,0.00503840885964369,Q1 (Poorest),Northern
4.5764249,118.223877,-0.983,0.46,12.24435,0.0018134463893020975,Q1 (Poorest),Sabah
5.3425828,115.8288574,-0.505,0.499,12.181422,0.004554660180624198,Q1 (Poorest),Sabah
2.515061,112.0715332,-0.433,0.51,13.616736,0.0034642834898317046,Q1 (Poorest),Sarawak
2.0100856,103.326416,0.723,0.561,14.170242,0.005115277738744366,Q4 (Richest),Southern
1.8344033,103.7219238,0.048,0.537,13.26899,0.003132046833459256,Q3 (Upper-Mid),Southern
1.6587038,103.6560059,0.456,0.554,15.204903,0.003838311931645386,Q4 (Richest),Southern
5.3207052,100.6018066,0.004,0.524,16.48448,0.005353776576647321,Q3 (Upper-Mid),Central
5.4957038,102.7331543,-0.046,0.514,15.140693,0.001975944699235567,Q2 (Lower-Mid),Central
6.2606973,100.2502441,-0.424,0.529,19.80829,0.006411282693633541,Q1 (Poorest),Northern
2.515061,102.2277832,-0.112,0.556,15.285283,0.002785391612210308,Q2 (Lower-Mid),Southern
5.0362268,100.4919434,0.446,0.538,20.688343,0.0032962120929844875,Q4 (Richest),Central
4.4011829,100.9753418,0.275,0.529,19.740412,0.0038327179431891334,Q3 (Upper-Mid),Central
6.2606973,117.3010254,-0.066,0.582,14.854431,0.005857640268864097,Q2 (Lower-Mid),Sabah
3.5243866,102.0080566,0.494,0.511,18.927187,0.003120252886364563,Q4 (Richest),Central
2.1857489,102.3815918,0.638,0.541,16.833805,0.0034916085294541778,Q4 (Richest),Southern
2.7345569,101.4367676,-0.019,0.529,17.511843,0.00182463454827282,Q3 (Upper-Mid),Southern
2.9978987,112.467041,-0.397,0.459,12.390949,0.0035473607519346355,Q1 (Poorest),Sarawak
6.610044,100.2282715,0.143,0.489,14.393196,0.005939054283271979,Q3 (Upper-Mid),Northern
3.9848207,113.807373,-0.831,0.475,9.346132,0.0023794519560676785,Q1 (Poorest),Sarawak
5.3863356,117.6965332,-0.468,0.45,12.720681,0.002033434077463103,Q1 (Poorest),Sabah
2.8223442,101.6125488,0.987,0.563,16.752302,0.0036126777141526098,Q4 (Richest),Southern
4.510714,101.1291504,0.8,0.55,18.620787,0.005966110264850479,Q4 (Richest),Central
4.510714,100.8654785,-0.115,0.511,17.736143,0.0043127326277414444,Q2 (Lower-Mid),Central
6.500899,116.7956543,-0.258,0.537,14.244484,0.004153269509485468,Q2 (Lower-Mid),Sabah
7.0027636,116.7297363,0.119,0.493,11.170966,0.005239178456901431,Q3 (Upper-Mid),Sabah
2.7126091,101.7224121,0.395,0.554,15.48246,0.0035221191755030784,Q4 (Richest),Southern
2.9540126,102.9089355,-0.325,0.513,16.170176,0.004058642383228353,Q2 (Lower-Mid),Southern
3.9848207,101.0192871,1.074,0.563,19.635118,0.004291453243513332,Q4 (Richest),Central
1.6147764,103.7878418,0.755,0.543,16.524584,0.0028469330710604273,Q4 (Richest),Southern
4.3792747,100.8654785,-0.151,0.582,19.507742,0.004301635883711321,Q2 (Lower-Mid),Central
6.7191648,117.1252441,-0.703,0.518,14.145789,0.004171794922714749,Q1 (Poorest),Sabah
2.8662354,101.7663574,0.153,0.496,20.370317,0.0018358599379220918,Q3 (Upper-Mid),Southern
4.9267785,118.1799316,0.055,0.511,14.863978,0.005239558341890443,Q3 (Upper-Mid),Sabah
4.2039864,101.151123,0.383,0.543,20.136948,0.004006107270260368,Q4 (Richest),Central
6.1733235,116.817627,-0.257,0.453,11.617162,0.0031144180246734194,Q2 (Lower-Mid),Sabah
5.3207052,118.157959,-0.607,0.462,13.058502,0.005215992269112377,Q1 (Poorest),Sabah
5.233187,118.092041,-0.514,0.519,12.617119,0.003471362809084804,Q1 (Poorest),Sabah
2.9101249,102.9528809,-0.019,0.467,16.093298,0.005316443981609708,Q3 (Upper-Mid),Southern
5.1456567,115.982666,0.089,0.506,13.951485,0.0024252186365621106,Q3 (Upper-Mid),Sabah
2.9978987,101.6125488,1.257,0.495,22.203321,0.003794870025456677,Q4 (Richest),Southern
1.1315182,111.2365723,0.178,0.516,13.757488,0.0038200881116868396,Q3 (Upper-Mid),Sarawak
3.9848207,114.0930176,0.656,0.545,10.224543,0.0019916982643587273,Q4 (Richest),Sarawak
1.1754546,111.3903809,0.128,0.519,13.560445,0.004638080267892732,Q3 (Upper-Mid),Sarawak
4.2916356,100.7995605,0.455,0.547,19.436296,0.0056687357836707605,Q4 (Richest),Central
6.3917304,100.3601074,0.028,0.544,15.412429,0.00588275405877894,Q3 (Upper-Mid),Northern
5.2769476,116.2902832,-0.71,0.444,12.719691,0.0051013435925344065,Q1 (Poorest),Sabah
6.3917304,100.2282715,0.52,0.536,16.876993,0.00462632228006715,Q4 (Richest),Northern
6.2170122,117.2570801,-0.681,0.534,13.711118,0.0028959600606429615,Q1 (Poorest),Sabah
2.0759616,112.3132324,-0.501,0.505,13.062577,0.002014355836682445,Q1 (Poorest),Sarawak
4.3354564,102.0959473,0.199,0.564,16.453108,0.0010503961999575675,Q3 (Upper-Mid),Central
3.3708564,103.0847168,-0.091,0.514,15.034053,0.004153204242931561,Q2 (Lower-Mid),Southern
3.8752158,100.7775879,0.411,0.509,17.228186,0.0025953613879891816,Q4 (Richest),Central
6.3043786,100.3601074,0.443,0.548,17.920248,0.004929762725503909,Q4 (Richest),Northern
5.5394455,100.5358887,0.939,0.544,20.111128,0.004532893005583133,Q4 (Richest),Northern
3.3489215,103.1066895,0.254,0.53,14.8452635,0.004268608239365987,Q3 (Upper-Mid),Southern
2.4711573,102.1398926,0.663,0.484,15.208835,0.006219505305351588,Q4 (Richest),Southern
4.138243,113.9611816,-0.761,0.508,9.261896,0.005006774380671117,Q1 (Poorest),Sabah
1.3072596,110.994873,-0.57,0.455,13.091023,0.0022633743348757364,Q1 (Poorest),Sarawak
5.4082108,100.2502441,-0.724,0.541,16.533815,0.005735883261838427,Q1 (Poorest),Central
1.5928123,103.326416,0.611,0.545,16.515635,0.002607654954811333,Q4 (Richest),Southern
6.0640861,117.1911621,-0.567,0.51,12.75204,0.003944927354933464,Q1 (Poorest),Sabah
6.4354006,100.2722168,1.238,0.577,16.83506,0.002813400865319793,Q4 (Richest),Northern
5.2988268,103.0407715,0.129,0.544,16.629126,0.005701626495632833,Q3 (Upper-Mid),Central
5.6487856,101.920166,-0.613,0.491,15.737346,0.006142310760402164,Q1 (Poorest),Northern
1.5269188,110.2038574,0.324,0.535,12.24648,0.0022341905413385183,Q3 (Upper-Mid),Sarawak
4.97056,118.6633301,0.126,0.553,14.285222,0.004743877915032107,Q3 (Upper-Mid),Sabah
2.0320445,103.4143066,0.795,0.552,14.1571665,0.003036043750355445,Q4 (Richest),Southern
5.3425828,116.8395996,-0.532,0.524,12.588132,0.005196785997504932,Q1 (Poorest),Sabah
1.9222467,103.1286621,0.184,0.52,14.171273,0.004581634503877552,Q3 (Upper-Mid),Southern
1.8563646,103.3483887,-0.152,0.523,13.713426,0.0036519990541850475,Q2 (Lower-Mid),Southern
6.326218,116.4660645,-0.924,0.542,13.943582,0.0016201725088441916,Q1 (Poorest),Sabah
2.2077054,111.9396973,-0.482,0.497,12.681094,0.005422837934400858,Q1 (Poorest),Sarawak
5.5613152,117.6086426,-0.292,0.44,11.724336,0.005179021416399521,Q2 (Lower-Mid),Sabah
4.2039864,100.6018066,0.981,0.563,24.532684,0.003353577969153822,Q4 (Richest),Central
5.080001,116.2683105,-0.352,0.517,15.434682,0.005996151612084126,Q2 (Lower-Mid),Sabah
5.3425828,102.7990723,-0.057,0.498,13.8522005,0.004737128395700609,Q2 (Lower-Mid),Central
5.3644596,118.6413574,-0.532,0.562,12.603,0.00367911333520126,Q1 (Poorest),Sabah
4.0944111,101.0412598,0.418,0.526,21.214489,0.0037844363534055374,Q4 (Richest),Central
2.5809138,115.0598145,-0.619,0.409,15.917042,0.006314571561026656,Q1 (Poorest),Sarawak
0.9997051,110.5334473,0.105,0.55,13.801854,0.004955823256954617,Q3 (Upper-Mid),Sarawak
6.4354006,100.4040527,0.101,0.532,14.214358,0.001027420188770381,Q3 (Upper-Mid),Northern
2.2077054,102.2058105,0.294,0.56,16.057728,0.0028237470566979663,Q3 (Upper-Mid),Southern
5.2769476,100.2062988,0.796,0.526,15.811221,0.002339851007858543,Q4 (Richest),Central
3.9629009,101.8762207,-0.128,0.502,18.161505,0.0024281616447389006,Q2 (Lower-Mid),Central
1.9661667,102.7331543,-0.067,0.545,13.823195,0.002184026767187256,Q2 (Lower-Mid),Southern
3.897138,100.7995605,0.092,0.52,17.982271,0.005038451171852529,Q3 (Upper-Mid),Central
3.3708564,113.6975098,-0.685,0.459,12.100128,0.004844589657908396,Q1 (Poorest),Sarawak
3.5463174,102.1179199,0.374,0.55,19.07805,0.0032052515468725252,Q4 (Richest),Central
6.0640861,116.2902832,0.348,0.555,12.538672,0.004802733592033488,Q4 (Richest),Sabah
4.5545219,114.005127,0.264,0.555,10.285178,0.0004952268898273702,Q3 (Upper-Mid),Sabah
4.9048867,115.916748,0.686,0.542,11.09323,0.0017507680118115105,Q4 (Richest),Sabah
1.6806671,110.3137207,0.314,0.517,12.895413,0.0045184496881900595,Q3 (Upper-Mid),Sarawak
2.1637921,111.7858887,-0.483,0.49,12.412212,0.0014974051969463148,Q1 (Poorest),Sarawak
4.3135463,100.9094238,0.266,0.535,19.453606,0.00465770525893533,Q3 (Upper-Mid),Central
3.5463174,113.7854004,-0.462,0.483,10.594307,0.0013757698573494662,Q1 (Poorest),Sarawak
1.5708481,110.5114746,-0.129,0.523,12.453125,0.005446357648378133,Q2 (Lower-Mid),Sarawak
6.0640861,102.3376465,0.579,0.539,19.047018,0.0028007368272078056,Q4 (Richest),Northern
6.8282612,116.6418457,-0.543,0.458,12.817535,0.004534877256680353,Q1 (Poorest),Sabah
1.7026302,110.0720215,-0.081,0.487,11.459075,0.0038038727220179916,Q2 (Lower-Mid),Sarawak
1.9222467,102.8210449,0.262,0.526,14.082728,0.004816542704645077,Q3 (Upper-Mid),Southern
2.0540032,113.3459473,-0.751,0.41,13.810471,0.0013743396114504044,Q1 (Poorest),Sarawak
5.7362428,118.2678223,-0.959,0.443,15.238618,0.0030843221050039287,Q1 (Poorest),Sabah
1.5049538,110.357666,1.166,0.502,12.834541,0.00266304376578349,Q4 (Richest),Sarawak
5.7143797,117.0153809,-0.947,0.506,12.777671,0.0007283622465275405,Q1 (Poorest),Sabah
5.4738318,100.3161621,0.784,0.571,16.823866,0.0016459879971265896,Q4 (Richest),Central
5.7799663,100.579834,-0.356,0.513,17.265772,0.00693255062443474,Q2 (Lower-Mid),Northern
1.1095498,111.5881348,-0.323,0.467,13.4037895,0.00552568713806065,Q2 (Lower-Mid),Sarawak
6.0640861,116.2683105,-0.114,0.537,12.502688,0.0034349337054800076,Q2 (Lower-Mid),Sabah
5.8018269,100.5358887,0.624,0.578,17.500956,0.0032940501377302775,Q4 (Richest),Northern
1.9002862,114.708252,-0.752,0.505,14.570361,0.005725664929779177,Q1 (Poorest),Sarawak
4.3135463,113.9831543,1.069,0.511,8.5533,0.002349951482550584,Q4 (Richest),Sabah
5.3863356,100.2722168,1.124,0.519,16.67401,0.003088351379604028,Q4 (Richest),Central
1.5269188,103.5021973,0.056,0.544,13.552657,0.003394351790672849,Q3 (Upper-Mid),Southern
4.0286586,113.8293457,-0.451,0.474,9.02395,0.005682983195262989,Q1 (Poorest),Sabah
6.3043786,117.388916,-0.255,0.534,15.754987,0.003962859353436185,Q2 (Lower-Mid),Sabah
4.9924497,118.795166,-0.303,0.49,14.557073,0.0025557021830931105,Q2 (Lower-Mid),Sabah
2.6248138,101.6784668,0.142,0.493,19.787039,0.0034687493892215557,Q3 (Upper-Mid),Southern
5.5613152,102.1838379,-0.312,0.547,16.507036,0.003863027412435129,Q2 (Lower-Mid),Northern
2.405299,112.2033691,0.251,0.496,14.1131935,0.0016598881910134412,Q3 (Upper-Mid),Sarawak
5.3425828,102.8210449,0.027,0.558,14.352139,0.004632550797895412,Q3 (Upper-Mid),Central
4.97056,100.513916,0.158,0.478,19.93654,0.004570173549949296,Q3 (Upper-Mid),Central
4.3792747,114.0270996,0.136,0.558,9.372658,0.004761824766578529,Q3 (Upper-Mid),Sabah
2.7565043,104.1174316,0.218,0.561,17.030966,0.0028610568389431344,Q3 (Upper-Mid),Southern
2.1198775,113.4558105,-0.754,0.449,14.301792,0.004944073086258956,Q1 (Poorest),Sarawak
3.3050503,101.8762207,0.43,0.548,18.090345,0.0012217331413583257,Q4 (Richest),Southern
4.2039864,100.9094238,0.037,0.538,19.443924,0.004539607750214915,Q3 (Upper-Mid),Central
5.0581143,116.9274902,-0.651,0.447,12.147367,0.003985704468234593,Q1 (Poorest),Sabah
4.8611009,115.4333496,0.442,0.496,13.123061,0.004232843432347489,Q4 (Richest),Sabah
1.5708481,111.3903809,-0.107,0.535,12.0759535,0.0062083615892939365,Q2 (Lower-Mid),Sarawak
4.4888091,114.0930176,0.358,0.498,9.585086,0.004294528703161028,Q4 (Richest),Sabah
2.0759616,103.3483887,0.372,0.55,15.677508,0.0035213064115061994,Q4 (Richest),Southern
5.758105,101.8762207,-0.209,0.517,15.398364,0.003336228832829795,Q2 (Lower-Mid),Northern
6.1514779,116.1364746,0.589,0.589,13.148231,0.0038176977275026667,Q4 (Richest),Sabah
4.6202287,114.8620605,0.04,0.476,10.368473,0.005602982206340011,Q3 (Upper-Mid),Sabah
5.9111167,102.2277832,0.75,0.564,18.673004,0.004778537521025999,Q4 (Richest),Northern
3.8752158,103.1506348,-0.672,0.505,15.02122,0.004369311724230901,Q1 (Poorest),Central
4.8829942,100.7556152,0.994,0.552,19.32279,0.00209904975000541,Q4 (Richest),Central
1.724593,103.458252,0.373,0.52,12.6844015,0.00327555591937083,Q4 (Richest),Southern
2.405299,111.3903809,0.539,0.535,10.13784,0.004625419133964351,Q4 (Richest),Sarawak
3.4366581,113.5876465,0.284,0.534,10.097408,0.003123826874557629,Q3 (Upper-Mid),Sarawak
3.3269861,113.1921387,-0.195,0.513,11.272927,0.0034827711936357185,Q2 (Lower-Mid),Sarawak
6.3917304,100.2062988,0.343,0.551,16.330446,0.003517426314810801,Q4 (Richest),Northern
4.4230904,100.8215332,0.222,0.536,18.851383,0.003955357447335572,Q3 (Upper-Mid),Central
5.5394455,115.8068848,-0.157,0.561,12.342884,0.0048285761539764984,Q2 (Lower-Mid),Sabah
1.7685179,103.3703613,0.084,0.484,12.615495,0.005821791712878436,Q3 (Upper-Mid),Southern
5.8674033,116.0925293,0.892,0.538,13.152701,0.003447802640578768,Q4 (Richest),Sabah
5.7143797,101.0412598,0.089,0.522,12.681447,0.0037895070635970856,Q3 (Upper-Mid),Northern
5.8674033,116.7736816,-0.033,0.491,12.700692,0.0027421078409899896,Q3 (Upper-Mid),Sabah
6.3043786,100.4919434,-0.073,0.517,14.009666,0.0031217825288951794,Q2 (Lower-Mid),Northern
4.2478122,114.4006348,-1.01,0.414,11.252716,0.005191669078254013,Q1 (Poorest),Sabah
2.7784514,114.0710449,-0.014,0.526,14.430018,0.005246921857178014,Q3 (Upper-Mid),Sarawak
4.6640299,118.2678223,0.55,0.547,11.313885,0.0029849359878716076,Q4 (Richest),Sabah
3.9629009,113.6975098,-0.351,0.491,8.383846,0.0032720770890190733,Q2 (Lower-Mid),Sarawak
5.6925158,118.3776855,-0.385,0.541,15.876603,0.0036584167069710644,Q1 (Poorest),Sabah
5.6925158,102.5793457,-0.024,0.527,16.737135,0.005008367438893782,Q3 (Upper-Mid),Northern
7.1335976,117.0812988,0.055,0.557,15.490415,0.003957205195431366,Q3 (Upper-Mid),Sabah
2.0979197,111.895752,-0.177,0.522,11.779992,0.003015799250841164,Q2 (Lower-Mid),Sarawak
5.7362428,116.0266113,0.242,0.494,13.987305,0.002033615675432183,Q3 (Upper-Mid),Sabah
5.4519589,116.2243652,-0.055,0.547,13.020583,0.003106261626656743,Q2 (Lower-Mid),Sabah
2.7784514,102.1838379,-0.254,0.532,16.363419,0.0036409218229514146,Q2 (Lower-Mid),Southern
3.3708564,113.6096191,0.176,0.573,12.029479,0.0062027820383362756,Q3 (Upper-Mid),Sarawak
1.4390576,110.4016113,0.738,0.557,12.445008,0.005285792098210627,Q4 (Richest),Sarawak
1.4390576,111.5881348,-0.17,0.474,12.255343,0.005128088726533936,Q2 (Lower-Mid),Sarawak
2.0100856,111.192627,-0.571,0.515,12.289165,0.005457292293988339,Q1 (Poorest),Sarawak
4.2916356,117.8503418,1.096,0.562,19.238739,0.005748896744393451,Q4 (Richest),Sabah
4.3135463,117.388916,-0.492,0.467,12.745477,0.004175133490374377,Q1 (Poorest),Sabah
5.1675404,118.9929199,-0.82,0.497,10.555627,0.003285129504731402,Q1 (Poorest),Sabah
5.9548266,102.1179199,-0.167,0.553,17.51572,0.0029271721574372495,Q2 (Lower-Mid),Northern
4.8829942,103.3703613,0.294,0.539,12.885028,0.0050538786654183,Q3 (Upper-Mid),Central
5.8018269,118.0041504,0.646,0.539,17.212944,0.003283996795607746,Q4 (Richest),Sabah
4.5545219,117.4768066,-0.852,0.531,12.513732,0.0018702231660529982,Q1 (Poorest),Sabah
3.7875216,102.3596191,0.147,0.524,18.397253,0.005259573914410341,Q3 (Upper-Mid),Central
2.7784514,102.2717285,0.133,0.513,16.327623,0.004756490520416398,Q3 (Upper-Mid),Southern
5.3644596,115.6530762,0.435,0.535,10.682991,0.0019970217799681516,Q4 (Richest),Sabah
2.2955282,113.1262207,-0.443,0.499,14.867097,0.001330046292017075,Q1 (Poorest),Sarawak
5.7362428,117.6965332,-0.117,0.477,13.371536,0.0019737928256495446,Q2 (Lower-Mid),Sabah
5.758105,100.7556152,-0.372,0.537,15.5773325,0.0031657814695948785,Q2 (Lower-Mid),Northern
4.8829942,118.092041,-0.787,0.461,11.674683,0.0035758996750471362,Q1 (Poorest),Sabah
2.1637921,111.8518066,-0.763,0.512,12.354112,0.003417335972428924,Q1 (Poorest),Sarawak
5.5175751,117.3669434,-0.761,0.457,13.058076,0.0032275282923261463,Q1 (Poorest),Sabah
7.1553996,117.1032715,-0.11,0.493,15.274822,0.0017773128491081524,Q2 (Lower-Mid),Sabah
4.0724942,100.9094238,0.072,0.496,19.827492,0.005085163322117889,Q3 (Upper-Mid),Central
3.9409805,101.4367676,-0.219,0.531,16.821688,0.004391911904072318,Q2 (Lower-Mid),Central
5.3863356,115.6311035,-0.236,0.537,10.774579,0.004120992657211485,Q2 (Lower-Mid),Sabah
5.6925158,100.579834,-0.506,0.552,17.439562,0.005437754339767666,Q1 (Poorest),Northern
3.8752158,101.8103027,-0.351,0.492,16.982607,0.004704693287099238,Q2 (Lower-Mid),Central
5.2988268,102.0080566,0.756,0.551,15.270958,0.004899328100003556,Q4 (Richest),Central
1.724593,111.6760254,-0.916,0.448,11.336296,0.0011003928099298393,Q1 (Poorest),Sarawak
5.0362268,103.2824707,0.207,0.531,13.351279,0.002814482137167814,Q3 (Upper-Mid),Central
2.0979197,112.0275879,-0.324,0.527,12.048683,0.0039004887025228837,Q2 (Lower-Mid),Sarawak
2.9759559,101.7224121,1.051,0.565,23.913895,0.002757400630451865,Q4 (Richest),Southern
5.5175751,117.0153809,-0.573,0.529,13.942749,0.0026033397400375617,Q1 (Poorest),Sabah
5.5175751,102.7331543,0.082,0.54,15.544163,0.0031687047145507173,Q3 (Upper-Mid),Northern
5.8018269,100.5578613,0.121,0.522,17.556496,0.00427232555246413,Q3 (Upper-Mid),Northern
2.3394375,102.1398926,-0.111,0.533,16.148775,0.006603612918556815,Q2 (Lower-Mid),Southern
5.8674033,100.5578613,-0.308,0.54,16.952301,0.0037366084180740482,Q2 (Lower-Mid),Northern
5.080001,103.1726074,0.117,0.535,14.585139,0.005543422204701427,Q3 (Upper-Mid),Central
5.1894234,118.092041,-0.539,0.515,12.269956,0.0053225821170246965,Q1 (Poorest),Sabah
4.751624,101.8981934,-0.495,0.51,15.501218,0.0046494519688492315,Q1 (Poorest),Central
6.6318701,116.9055176,-0.183,0.483,11.021974,0.00317283496874448,Q2 (Lower-Mid),Sabah
2.7565043,101.920166,0.677,0.497,21.002806,0.005065534907979526,Q4 (Richest),Southern
2.7565043,101.7004395,0.834,0.551,16.180819,0.004803898297081424,Q4 (Richest),Southern
2.6248138,101.7443848,0.008,0.478,22.36116,0.0006453901287103138,Q3 (Upper-Mid),Southern
5.8455454,100.3820801,0.433,0.55,20.008469,0.002972538611214704,Q4 (Richest),Northern
6.326218,100.645752,-0.303,0.534,13.338997,0.0014333711186001858,Q2 (Lower-Mid),Northern
6.1296313,102.2058105,0.699,0.564,21.047243,0.00470137056113514,Q4 (Richest),Northern
5.1237722,103.0627441,0.175,0.497,14.887107,0.0025705249944646537,Q3 (Upper-Mid),Central
3.6998186,102.0080566,0.065,0.546,18.673676,0.005707814890653966,Q3 (Upper-Mid),Central
2.5589632,112.0495605,-0.315,0.435,13.333142,0.006043284682415696,Q2 (Lower-Mid),Sarawak
5.3644596,100.2062988,0.928,0.558,19.39539,0.0014049602421424806,Q4 (Richest),Central
5.1894234,116.4001465,-0.538,0.526,12.506458,0.006565941528528892,Q1 (Poorest),Sabah
4.3792747,100.6237793,0.746,0.573,15.979932,0.004445578542778211,Q4 (Richest),Central
